ASSIGNMENT_ID,EXERCISE_ID,FINISHED_AT
580,12,NULL
581,1,2017/5/23 13:30
581,2,2017/5/24 5:29
581,3,2017/5/24 21:28
581,4,NULL
581,5,NULL
581,6,NULL
581,7,NULL
581,8,NULL
581,9,NULL
581,10,NULL
581,11,NULL
581,12,NULL
582,1,2017/5/18 12:07
582,2,2017/5/19 15:09
582,3,2017/5/20 18:10
582,4,2017/5/21 21:11
582,5,2017/5/23 0:13
582,6,2017/5/24 3:14
582,7,2017/5/25 6:15
582,8,2017/5/26 9:17
582,9,2017/5/27 12:18
582,10,2017/5/28 15:19
582,11,2017/5/29 18:21
582,12,NULL
583,1,2017/5/30 8:35
583,2,2017/5/30 9:45
583,3,2017/5/30 10:55
583,4,2017/5/30 12:04
583,5,2017/5/30 13:14
583,6,2017/5/30 14:24
583,7,2017/5/30 15:34
583,8,2017/5/30 16:43
583,9,2017/5/30 17:53
583,10,2017/5/30 19:03
583,11,2017/5/30 20:12
583,12,2017/5/30 21:22
584,1,NULL
584,2,NULL
584,3,NULL
584,4,NULL
584,5,NULL
584,6,NULL
584,7,NULL
584,8,NULL
584,9,NULL
584,10,NULL
584,11,NULL
584,12,NULL
585,1,2017/5/24 23:24
585,2,2017/5/25 12:18
585,3,2017/5/26 1:13
585,4,NULL
585,5,NULL
585,6,NULL
585,7,NULL
585,8,NULL
585,9,NULL
585,10,NULL
585,11,NULL
585,12,NULL
586,1,2017/5/25 0:07
586,2,2017/5/25 12:57
586,3,2017/5/26 1:48
586,4,2017/5/26 14:38
586,5,2017/5/27 3:29
586,6,2017/5/27 16:19
586,7,2017/5/28 5:10
586,8,2017/5/28 18:00
586,9,2017/5/29 6:51
586,10,2017/5/29 19:41
586,11,2017/5/30 8:32
586,12,NULL
587,1,2017/5/23 5:10
587,2,2017/5/23 21:54
587,3,2017/5/24 14:39
587,4,2017/5/25 7:24
587,5,NULL
587,6,NULL
587,7,NULL
587,8,NULL
587,9,NULL
587,10,NULL
587,11,NULL
587,12,NULL
588,1,2017/5/29 2:00
588,2,2017/5/29 5:57
588,3,NULL
588,4,NULL
588,5,NULL
588,6,NULL
588,7,NULL
588,8,NULL
588,9,NULL
588,10,NULL
588,11,NULL
588,12,NULL
589,1,2017/5/24 20:04
589,2,2017/5/25 9:17
589,3,2017/5/25 22:29
589,4,2017/5/26 11:42
589,5,2017/5/27 0:54
589,6,2017/5/27 14:07
589,7,2017/5/28 3:19
589,8,2017/5/28 16:32
589,9,2017/5/29 5:44
589,10,2017/5/29 18:57
589,11,NULL
589,12,NULL
590,1,2017/5/27 9:19
590,2,2017/5/27 16:57
590,3,2017/5/28 0:36
590,4,2017/5/28 8:14
590,5,2017/5/28 15:53
590,6,2017/5/28 23:31
590,7,2017/5/29 7:10
590,8,2017/5/29 14:48
590,9,2017/5/29 22:27
590,10,NULL
590,11,NULL
590,12,NULL
591,1,2017/5/29 14:35
591,2,2017/5/29 17:23
591,3,2017/5/29 20:11
591,4,2017/5/29 22:59
591,5,NULL
591,6,NULL
591,7,NULL
591,8,NULL
591,9,NULL
591,10,NULL
591,11,NULL
591,12,NULL
592,1,2017/5/26 1:24
592,2,2017/5/26 11:57
592,3,NULL
592,4,NULL
592,5,NULL
592,6,NULL
592,7,NULL
592,8,NULL
592,9,NULL
592,10,NULL
592,11,NULL
592,12,NULL
593,1,2017/5/19 12:03
593,2,2017/5/20 12:54
593,3,2017/5/21 13:45
593,4,2017/5/22 14:36
593,5,2017/5/23 15:26
593,6,NULL
593,7,NULL
593,8,NULL
593,9,NULL
593,10,NULL
593,11,NULL
593,12,NULL
594,1,2017/5/19 9:31
594,2,2017/5/20 10:35
594,3,2017/5/21 11:40
594,4,2017/5/22 12:45
594,5,2017/5/23 13:49
594,6,NULL
594,7,NULL
594,8,NULL
594,9,NULL
594,10,NULL
594,11,NULL
594,12,NULL
595,1,2017/5/21 9:20
595,2,2017/5/22 6:04
595,3,2017/5/23 2:48
595,4,2017/5/23 23:31
595,5,2017/5/24 20:15
595,6,2017/5/25 16:59
595,7,NULL
595,8,NULL
595,9,NULL
595,10,NULL
595,11,NULL
595,12,NULL
596,1,2017/5/22 9:48
596,2,2017/5/23 4:18
596,3,2017/5/23 22:49
596,4,2017/5/24 17:19
596,5,2017/5/25 11:49
596,6,2017/5/26 6:20
596,7,NULL
596,8,NULL
596,9,NULL
596,10,NULL
596,11,NULL
596,12,NULL
597,1,NULL
597,2,NULL
597,3,NULL
597,4,NULL
597,5,NULL
597,6,NULL
597,7,NULL
597,8,NULL
597,9,NULL
597,10,NULL
597,11,NULL
597,12,NULL
598,1,2017/5/27 0:03
598,2,2017/5/27 8:32
598,3,2017/5/27 17:01
598,4,2017/5/28 1:30
598,5,2017/5/28 9:59
598,6,2017/5/28 18:28
598,7,NULL
598,8,NULL
598,9,NULL
598,10,NULL
598,11,NULL
598,12,NULL
599,1,2017/5/19 1:17
599,2,2017/5/20 3:07
599,3,2017/5/21 4:56
599,4,2017/5/22 6:46
599,5,2017/5/23 8:35
599,6,2017/5/24 10:25
599,7,2017/5/25 12:14
599,8,2017/5/26 14:04
599,9,2017/5/27 15:53
599,10,2017/5/28 17:43
599,11,2017/5/29 19:33
599,12,NULL
600,1,2017/5/21 13:06
600,2,2017/5/22 9:30
600,3,2017/5/23 5:53
600,4,2017/5/24 2:16
600,5,2017/5/24 22:39
600,6,NULL
600,7,NULL
600,8,NULL
600,9,NULL
600,10,NULL
600,11,NULL
600,12,NULL
601,1,2017/5/22 17:15
601,2,NULL
601,3,NULL
601,4,NULL
601,5,NULL
601,6,NULL
601,7,NULL
601,8,NULL
601,9,NULL
601,10,NULL
601,11,NULL
601,12,NULL
602,1,2017/5/25 11:18
602,2,2017/5/25 23:07
602,3,2017/5/26 10:57
602,4,2017/5/26 22:46
602,5,2017/5/27 10:36
602,6,2017/5/27 22:25
602,7,2017/5/28 10:15
602,8,NULL
602,9,NULL
602,10,NULL
602,11,NULL
602,12,NULL
603,1,2017/5/26 9:35
603,2,2017/5/26 19:23
603,3,2017/5/27 5:11
603,4,2017/5/27 14:59
603,5,2017/5/28 0:47
603,6,2017/5/28 10:35
603,7,NULL
603,8,NULL
603,9,NULL
603,10,NULL
603,11,NULL
603,12,NULL
604,1,2017/5/26 18:01
604,2,2017/5/27 3:03
604,3,2017/5/27 12:05
604,4,2017/5/27 21:07
604,5,2017/5/28 6:09
604,6,2017/5/28 15:11
604,7,NULL
604,8,NULL
604,9,NULL
604,10,NULL
604,11,NULL
604,12,NULL
605,1,2017/5/22 15:53
605,2,2017/5/23 9:50
605,3,2017/5/24 3:47
605,4,2017/5/24 21:44
605,5,NULL
605,6,NULL
605,7,NULL
605,8,NULL
605,9,NULL
605,10,NULL
605,11,NULL
605,12,NULL
606,1,2017/5/26 11:48
606,2,NULL
606,3,NULL
606,4,NULL
606,5,NULL
606,6,NULL
606,7,NULL
606,8,NULL
606,9,NULL
606,10,NULL
606,11,NULL
606,12,NULL
607,1,2017/5/24 13:32
607,2,2017/5/25 3:20
607,3,2017/5/25 17:08
607,4,2017/5/26 6:56
607,5,2017/5/26 20:45
607,6,2017/5/27 10:33
607,7,2017/5/28 0:21
607,8,2017/5/28 14:09
607,9,2017/5/29 3:57
607,10,2017/5/29 17:46
607,11,2017/5/30 7:34
607,12,NULL
608,1,2017/5/23 12:17
608,2,2017/5/24 4:23
608,3,NULL
608,4,NULL
608,5,NULL
608,6,NULL
608,7,NULL
608,8,NULL
608,9,NULL
608,10,NULL
608,11,NULL
608,12,NULL
609,1,2017/5/20 3:41
609,2,2017/5/21 3:07
609,3,2017/5/22 2:32
609,4,2017/5/23 1:58
609,5,NULL
609,6,NULL
609,7,NULL
609,8,NULL
609,9,NULL
609,10,NULL
609,11,NULL
609,12,NULL
610,1,2017/5/23 19:03
610,2,2017/5/24 10:32
610,3,2017/5/25 2:01
610,4,2017/5/25 17:30
610,5,2017/5/26 8:59
610,6,2017/5/27 0:28
610,7,2017/5/27 15:57
610,8,2017/5/28 7:26
610,9,NULL
610,10,NULL
610,11,NULL
610,12,NULL
611,1,2017/5/18 18:39
611,2,2017/5/19 21:05
611,3,NULL
611,4,NULL
611,5,NULL
611,6,NULL
611,7,NULL
611,8,NULL
611,9,NULL
611,10,NULL
611,11,NULL
611,12,NULL
612,1,2017/5/27 16:07
612,2,2017/5/27 23:08
612,3,2017/5/28 6:10
612,4,2017/5/28 13:11
612,5,2017/5/28 20:12
612,6,2017/5/29 3:14
612,7,2017/5/29 10:15
612,8,2017/5/29 17:17
612,9,2017/5/30 0:18
612,10,NULL
612,11,NULL
612,12,NULL
613,1,2017/5/21 15:49
613,2,2017/5/22 11:58
613,3,2017/5/23 8:06
613,4,2017/5/24 4:14
613,5,2017/5/25 0:23
613,6,2017/5/25 20:31
613,7,2017/5/26 16:40
613,8,2017/5/27 12:48
613,9,2017/5/28 8:57
613,10,2017/5/29 5:05
613,11,2017/5/30 1:14
613,12,NULL
614,1,2017/5/21 17:04
614,2,2017/5/22 13:05
614,3,2017/5/23 9:07
614,4,2017/5/24 5:09
614,5,2017/5/25 1:10
614,6,2017/5/25 21:12
614,7,2017/5/26 17:14
614,8,NULL
614,9,NULL
614,10,NULL
614,11,NULL
614,12,NULL
615,1,2017/5/20 2:38
615,2,2017/5/21 2:09
615,3,2017/5/22 1:41
615,4,2017/5/23 1:12
615,5,2017/5/24 0:43
615,6,2017/5/25 0:14
615,7,NULL
615,8,NULL
615,9,NULL
615,10,NULL
615,11,NULL
615,12,NULL
616,1,2017/5/29 9:41
616,2,2017/5/29 12:56
616,3,2017/5/29 16:11
616,4,2017/5/29 19:25
616,5,2017/5/29 22:40
616,6,2017/5/30 1:54
616,7,2017/5/30 5:09
616,8,NULL
616,9,NULL
616,10,NULL
616,11,NULL
616,12,NULL
617,1,2017/5/23 6:11
617,2,2017/5/23 22:50
617,3,2017/5/24 15:29
617,4,2017/5/25 8:08
617,5,2017/5/26 0:48
617,6,2017/5/26 17:27
617,7,2017/5/27 10:06
617,8,2017/5/28 2:45
617,9,2017/5/28 19:24
617,10,2017/5/29 12:04
617,11,NULL
617,12,NULL
618,1,2017/5/26 21:39
618,2,2017/5/27 6:21
618,3,2017/5/27 15:03
618,4,2017/5/27 23:45
618,5,2017/5/28 8:27
618,6,2017/5/28 17:09
618,7,2017/5/29 1:51
618,8,2017/5/29 10:34
618,9,2017/5/29 19:16
618,10,NULL
618,11,NULL
618,12,NULL
619,1,2017/5/30 20:51
619,2,2017/5/30 20:54
619,3,2017/5/30 20:57
619,4,2017/5/30 21:00
619,5,2017/5/30 21:02
619,6,2017/5/30 21:05
619,7,2017/5/30 21:08
619,8,2017/5/30 21:11
619,9,2017/5/30 21:14
619,10,2017/5/30 21:17
619,11,2017/5/30 21:19
619,12,NULL
620,1,2017/5/29 17:06
620,2,2017/5/29 19:40
620,3,2017/5/29 22:14
620,4,2017/5/30 0:48
620,5,2017/5/30 3:22
620,6,2017/5/30 5:57
620,7,NULL
620,8,NULL
620,9,NULL
620,10,NULL
620,11,NULL
620,12,NULL
621,1,2017/5/27 19:19
621,2,2017/5/28 2:03
621,3,2017/5/28 8:47
621,4,2017/5/28 15:31
621,5,2017/5/28 22:15
621,6,2017/5/29 4:59
621,7,2017/5/29 11:43
621,8,2017/5/29 18:27
621,9,NULL
621,10,NULL
621,11,NULL
621,12,NULL
622,1,2017/5/28 14:17
622,2,2017/5/28 19:17
622,3,2017/5/29 0:18
622,4,2017/5/29 5:18
622,5,2017/5/29 10:19
622,6,2017/5/29 15:19
622,7,2017/5/29 20:20
622,8,2017/5/30 1:20
622,9,2017/5/30 6:21
622,10,2017/5/30 11:21
622,11,2017/5/30 16:22
622,12,2017/5/30 21:22
623,1,2017/5/23 19:19
623,2,NULL
623,3,NULL
623,4,NULL
623,5,NULL
623,6,NULL
623,7,NULL
623,8,NULL
623,9,NULL
623,10,NULL
623,11,NULL
623,12,NULL
624,1,2017/5/27 10:02
624,2,2017/5/27 17:36
624,3,2017/5/28 1:11
624,4,2017/5/28 8:46
624,5,2017/5/28 16:20
624,6,2017/5/28 23:55
624,7,2017/5/29 7:29
624,8,2017/5/29 15:04
624,9,2017/5/29 22:38
624,10,2017/5/30 6:13
624,11,2017/5/30 13:48
624,12,2017/5/30 21:22
625,1,2017/5/21 8:35
625,2,2017/5/22 5:23
625,3,2017/5/23 2:11
625,4,2017/5/23 22:59
625,5,2017/5/24 19:46
625,6,NULL
625,7,NULL
625,8,NULL
625,9,NULL
625,10,NULL
625,11,NULL
625,12,NULL
626,1,2017/5/25 6:59
626,2,NULL
626,3,NULL
626,4,NULL
626,5,NULL
626,6,NULL
626,7,NULL
626,8,NULL
626,9,NULL
626,10,NULL
626,11,NULL
626,12,NULL
627,1,2017/5/29 15:31
627,2,2017/5/29 18:14
627,3,2017/5/29 20:57
627,4,2017/5/29 23:39
627,5,2017/5/30 2:22
627,6,2017/5/30 5:05
627,7,2017/5/30 7:48
627,8,2017/5/30 10:31
627,9,2017/5/30 13:14
627,10,2017/5/30 15:56
627,11,2017/5/30 18:39
627,12,NULL
628,1,2017/5/23 13:14
628,2,2017/5/24 5:15
628,3,2017/5/24 21:16
628,4,2017/5/25 13:16
628,5,2017/5/26 5:17
628,6,NULL
628,7,NULL
628,8,NULL
628,9,NULL
628,10,NULL
628,11,NULL
628,12,NULL
629,1,2017/5/18 17:56
629,2,2017/5/19 20:26
629,3,2017/5/20 22:55
629,4,NULL
629,5,NULL
629,6,NULL
629,7,NULL
629,8,NULL
629,9,NULL
629,10,NULL
629,11,NULL
629,12,NULL
630,1,2017/5/19 9:00
630,2,2017/5/20 10:08
630,3,2017/5/21 11:15
630,4,NULL
630,5,NULL
630,6,NULL
630,7,NULL
630,8,NULL
630,9,NULL
630,10,NULL
630,11,NULL
630,12,NULL
631,1,2017/5/25 11:22
631,2,2017/5/25 23:11
631,3,2017/5/26 11:01
631,4,2017/5/26 22:50
631,5,2017/5/27 10:39
631,6,NULL
631,7,NULL
631,8,NULL
631,9,NULL
631,10,NULL
631,11,NULL
631,12,NULL
632,1,2017/5/22 15:01
632,2,2017/5/23 9:03
632,3,NULL
632,4,NULL
632,5,NULL
632,6,NULL
632,7,NULL
632,8,NULL
632,9,NULL
632,10,NULL
632,11,NULL
632,12,NULL
633,1,2017/5/23 14:35
633,2,2017/5/24 6:29
633,3,2017/5/24 22:22
633,4,2017/5/25 14:15
633,5,2017/5/26 6:09
633,6,2017/5/26 22:02
633,7,2017/5/27 13:55
633,8,NULL
633,9,NULL
633,10,NULL
633,11,NULL
633,12,NULL
634,1,2017/5/28 22:58
634,2,2017/5/29 3:11
634,3,2017/5/29 7:24
634,4,2017/5/29 11:37
634,5,2017/5/29 15:50
634,6,2017/5/29 20:04
634,7,NULL
634,8,NULL
634,9,NULL
634,10,NULL
634,11,NULL
634,12,NULL
635,1,2017/5/18 21:43
635,2,NULL
635,3,NULL
635,4,NULL
635,5,NULL
635,6,NULL
635,7,NULL
635,8,NULL
635,9,NULL
635,10,NULL
635,11,NULL
635,12,NULL
636,1,2017/5/26 13:45
636,2,2017/5/26 23:11
636,3,NULL
636,4,NULL
636,5,NULL
636,6,NULL
636,7,NULL
636,8,NULL
636,9,NULL
636,10,NULL
636,11,NULL
636,12,NULL
637,1,2017/5/18 17:52
637,2,2017/5/19 20:22
637,3,2017/5/20 22:52
637,4,2017/5/22 1:22
637,5,2017/5/23 3:52
637,6,2017/5/24 6:22
637,7,NULL
637,8,NULL
637,9,NULL
637,10,NULL
637,11,NULL
637,12,NULL
638,1,2017/5/20 8:00
638,2,2017/5/21 7:02
638,3,2017/5/22 6:04
638,4,2017/5/23 5:06
638,5,2017/5/24 4:08
638,6,2017/5/25 3:10
638,7,2017/5/26 2:12
638,8,2017/5/27 1:14
638,9,2017/5/28 0:16
638,10,2017/5/28 23:18
638,11,2017/5/29 22:20
638,12,2017/5/30 21:22
639,1,2017/5/26 17:08
639,2,2017/5/27 2:15
639,3,2017/5/27 11:22
639,4,2017/5/27 20:28
639,5,2017/5/28 5:35
639,6,NULL
639,7,NULL
639,8,NULL
639,9,NULL
639,10,NULL
639,11,NULL
639,12,NULL
640,1,2017/5/19 14:24
640,2,2017/5/20 15:02
640,3,2017/5/21 15:40
640,4,2017/5/22 16:18
640,5,NULL
640,6,NULL
640,7,NULL
640,8,NULL
640,9,NULL
640,10,NULL
640,11,NULL
640,12,NULL
641,1,2017/5/20 5:01
641,2,2017/5/21 4:19
641,3,2017/5/22 3:37
641,4,2017/5/23 2:56
641,5,2017/5/24 2:14
641,6,2017/5/25 1:32
641,7,2017/5/26 0:51
641,8,2017/5/27 0:09
641,9,NULL
641,10,NULL
641,11,NULL
641,12,NULL
642,1,2017/5/30 1:08
642,2,NULL
642,3,NULL
642,4,NULL
642,5,NULL
642,6,NULL
642,7,NULL
642,8,NULL
642,9,NULL
642,10,NULL
642,11,NULL
642,12,NULL
643,1,2017/5/26 12:46
643,2,2017/5/26 22:17
643,3,2017/5/27 7:47
643,4,2017/5/27 17:18
643,5,2017/5/28 2:48
643,6,2017/5/28 12:19
643,7,2017/5/28 21:49
643,8,2017/5/29 7:20
643,9,NULL
643,10,NULL
643,11,NULL
643,12,NULL
644,1,2017/5/19 10:01
644,2,2017/5/20 11:03
644,3,2017/5/21 12:05
644,4,2017/5/22 13:07
644,5,2017/5/23 14:09
644,6,2017/5/24 15:11
644,7,2017/5/25 16:13
644,8,NULL
644,9,NULL
644,10,NULL
644,11,NULL
644,12,NULL
645,1,2017/5/22 0:03
645,2,2017/5/22 19:26
645,3,2017/5/23 14:50
645,4,2017/5/24 10:13
645,5,2017/5/25 5:37
645,6,2017/5/26 1:01
645,7,NULL
645,8,NULL
645,9,NULL
645,10,NULL
645,11,NULL
645,12,NULL
646,1,2017/5/29 8:30
646,2,2017/5/29 11:51
646,3,2017/5/29 15:12
646,4,2017/5/29 18:34
646,5,2017/5/29 21:55
646,6,2017/5/30 1:16
646,7,2017/5/30 4:37
646,8,2017/5/30 7:58
646,9,2017/5/30 11:19
646,10,NULL
646,11,NULL
646,12,NULL
647,1,2017/5/30 1:34
647,2,2017/5/30 3:22
647,3,2017/5/30 5:10
647,4,2017/5/30 6:58
647,5,2017/5/30 8:46
647,6,2017/5/30 10:34
647,7,2017/5/30 12:22
647,8,2017/5/30 14:10
647,9,2017/5/30 15:58
647,10,NULL
647,11,NULL
647,12,NULL
648,1,NULL
648,2,NULL
648,3,NULL
648,4,NULL
648,5,NULL
648,6,NULL
648,7,NULL
648,8,NULL
648,9,NULL
648,10,NULL
648,11,NULL
648,12,NULL
649,1,2017/5/20 17:03
649,2,2017/5/21 15:16
649,3,2017/5/22 13:28
649,4,2017/5/23 11:41
649,5,2017/5/24 9:54
649,6,2017/5/25 8:06
649,7,2017/5/26 6:19
649,8,2017/5/27 4:32
649,9,2017/5/28 2:44
649,10,2017/5/29 0:57
649,11,2017/5/29 23:09
649,12,NULL
650,1,2017/5/25 3:44
650,2,2017/5/25 16:15
650,3,2017/5/26 4:45
650,4,2017/5/26 17:16
650,5,2017/5/27 5:47
650,6,2017/5/27 18:18
650,7,2017/5/28 6:48
650,8,NULL
650,9,NULL
650,10,NULL
650,11,NULL
650,12,NULL
651,1,2017/5/25 6:14
651,2,NULL
651,3,NULL
651,4,NULL
651,5,NULL
651,6,NULL
651,7,NULL
651,8,NULL
651,9,NULL
651,10,NULL
651,11,NULL
651,12,NULL
652,1,2017/5/24 11:56
652,2,2017/5/25 1:53
652,3,2017/5/25 15:50
652,4,2017/5/26 5:47
652,5,2017/5/26 19:44
652,6,2017/5/27 9:40
652,7,NULL
652,8,NULL
652,9,NULL
652,10,NULL
652,11,NULL
652,12,NULL
653,1,NULL
653,2,NULL
653,3,NULL
653,4,NULL
653,5,NULL
653,6,NULL
653,7,NULL
653,8,NULL
653,9,NULL
653,10,NULL
653,11,NULL
653,12,NULL
654,1,2017/5/30 14:30
654,2,2017/5/30 15:07
654,3,2017/5/30 15:45
654,4,2017/5/30 16:22
654,5,2017/5/30 17:00
654,6,2017/5/30 17:37
654,7,2017/5/30 18:15
654,8,2017/5/30 18:52
654,9,NULL
654,10,NULL
654,11,NULL
654,12,NULL
655,1,2017/5/29 20:44
655,2,2017/5/29 22:59
655,3,2017/5/30 1:13
655,4,2017/5/30 3:27
655,5,2017/5/30 5:42
655,6,2017/5/30 7:56
655,7,2017/5/30 10:10
655,8,2017/5/30 12:25
655,9,2017/5/30 14:39
655,10,2017/5/30 16:53
655,11,2017/5/30 19:08
655,12,2017/5/30 21:22
656,1,2017/5/30 17:16
656,2,2017/5/30 17:38
656,3,2017/5/30 18:00
656,4,2017/5/30 18:23
656,5,2017/5/30 18:45
656,6,2017/5/30 19:08
656,7,2017/5/30 19:30
656,8,2017/5/30 19:52
656,9,2017/5/30 20:15
656,10,2017/5/30 20:37
656,11,2017/5/30 21:00
656,12,2017/5/30 21:22
657,1,2017/5/23 8:48
657,2,2017/5/24 1:13
657,3,2017/5/24 17:38
657,4,2017/5/25 10:03
657,5,2017/5/26 2:27
657,6,NULL
657,7,NULL
657,8,NULL
657,9,NULL
657,10,NULL
657,11,NULL
657,12,NULL
658,1,2017/5/26 23:42
658,2,2017/5/27 8:13
658,3,2017/5/27 16:44
658,4,2017/5/28 1:15
658,5,2017/5/28 9:45
658,6,2017/5/28 18:16
658,7,2017/5/29 2:47
658,8,2017/5/29 11:18
658,9,NULL
658,10,NULL
658,11,NULL
658,12,NULL
659,1,2017/5/27 16:50
659,2,NULL
659,3,NULL
659,4,NULL
659,5,NULL
659,6,NULL
659,7,NULL
659,8,NULL
659,9,NULL
659,10,NULL
659,11,NULL
659,12,NULL
660,1,2017/5/24 3:01
660,2,2017/5/24 17:46
660,3,2017/5/25 8:32
660,4,2017/5/25 23:17
660,5,2017/5/26 14:03
660,6,2017/5/27 4:49
660,7,2017/5/27 19:34
660,8,2017/5/28 10:20
660,9,2017/5/29 1:05
660,10,2017/5/29 15:51
660,11,2017/5/30 6:37
660,12,2017/5/30 21:22
661,1,2017/5/22 1:40
661,2,2017/5/22 20:55
661,3,2017/5/23 16:10
661,4,2017/5/24 11:25
661,5,2017/5/25 6:39
661,6,2017/5/26 1:54
661,7,2017/5/26 21:09
661,8,2017/5/27 16:23
661,9,2017/5/28 11:38
661,10,NULL
661,11,NULL
661,12,NULL
662,1,NULL
662,2,NULL
662,3,NULL
662,4,NULL
662,5,NULL
662,6,NULL
662,7,NULL
662,8,NULL
662,9,NULL
662,10,NULL
662,11,NULL
662,12,NULL
663,1,2017/5/30 14:51
663,2,2017/5/30 15:26
663,3,2017/5/30 16:02
663,4,2017/5/30 16:38
663,5,2017/5/30 17:13
663,6,2017/5/30 17:49
663,7,2017/5/30 18:24
663,8,2017/5/30 19:00
663,9,2017/5/30 19:35
663,10,NULL
663,11,NULL
663,12,NULL
664,1,2017/5/18 17:00
664,2,2017/5/19 19:34
664,3,2017/5/20 22:09
664,4,2017/5/22 0:44
664,5,2017/5/23 3:19
664,6,NULL
664,7,NULL
664,8,NULL
664,9,NULL
664,10,NULL
664,11,NULL
664,12,NULL
665,1,2017/5/26 18:33
665,2,2017/5/27 3:32
665,3,2017/5/27 12:31
665,4,2017/5/27 21:30
665,5,2017/5/28 6:29
665,6,2017/5/28 15:28
665,7,2017/5/29 0:27
665,8,2017/5/29 9:26
665,9,NULL
665,10,NULL
665,11,NULL
665,12,NULL
666,1,2017/5/25 1:56
666,2,2017/5/25 14:37
666,3,2017/5/26 3:17
666,4,2017/5/26 15:58
666,5,2017/5/27 4:38
666,6,2017/5/27 17:19
666,7,2017/5/28 5:59
666,8,2017/5/28 18:40
666,9,2017/5/29 7:20
666,10,NULL
666,11,NULL
666,12,NULL
667,1,2017/5/28 7:50
667,2,2017/5/28 13:26
667,3,2017/5/28 19:01
667,4,2017/5/29 0:37
667,5,2017/5/29 6:13
667,6,2017/5/29 11:48
667,7,NULL
667,8,NULL
667,9,NULL
667,10,NULL
667,11,NULL
667,12,NULL
668,1,2017/5/19 6:05
668,2,2017/5/20 7:28
668,3,2017/5/21 8:51
668,4,NULL
668,5,NULL
668,6,NULL
668,7,NULL
668,8,NULL
668,9,NULL
668,10,NULL
668,11,NULL
668,12,NULL
669,1,2017/5/25 9:09
669,2,2017/5/25 21:10
669,3,2017/5/26 9:11
669,4,2017/5/26 21:13
669,5,2017/5/27 9:14
669,6,2017/5/27 21:15
669,7,2017/5/28 9:16
669,8,2017/5/28 21:17
669,9,NULL
669,10,NULL
669,11,NULL
669,12,NULL
670,1,2017/5/23 20:07
670,2,2017/5/24 11:30
670,3,2017/5/25 2:53
670,4,2017/5/25 18:16
670,5,NULL
670,6,NULL
670,7,NULL
670,8,NULL
670,9,NULL
670,10,NULL
670,11,NULL
670,12,NULL
671,1,2017/5/29 23:33
671,2,2017/5/30 1:32
671,3,2017/5/30 3:31
671,4,2017/5/30 5:30
671,5,2017/5/30 7:29
671,6,2017/5/30 9:28
671,7,2017/5/30 11:27
671,8,NULL
671,9,NULL
671,10,NULL
671,11,NULL
671,12,NULL
672,1,2017/5/21 8:00
672,2,2017/5/22 4:52
672,3,2017/5/23 1:43
672,4,2017/5/23 22:34
672,5,2017/5/24 19:25
672,6,2017/5/25 16:16
672,7,2017/5/26 13:07
672,8,NULL
672,9,NULL
672,10,NULL
672,11,NULL
672,12,NULL
673,1,2017/5/23 20:21
673,2,2017/5/24 11:43
673,3,2017/5/25 3:05
673,4,2017/5/25 18:27
673,5,2017/5/26 9:49
673,6,2017/5/27 1:11
673,7,2017/5/27 16:33
673,8,2017/5/28 7:54
673,9,2017/5/28 23:16
673,10,NULL
673,11,NULL
673,12,NULL
674,1,2017/5/25 18:12
674,2,2017/5/26 5:24
674,3,2017/5/26 16:36
674,4,2017/5/27 3:47
674,5,2017/5/27 14:59
674,6,2017/5/28 2:11
674,7,NULL
674,8,NULL
674,9,NULL
674,10,NULL
674,11,NULL
674,12,NULL
675,1,NULL
675,2,NULL
675,3,NULL
675,4,NULL
675,5,NULL
675,6,NULL
675,7,NULL
675,8,NULL
675,9,NULL
675,10,NULL
675,11,NULL
675,12,NULL
676,1,2017/5/29 21:35
676,2,2017/5/29 23:45
676,3,2017/5/30 1:54
676,4,2017/5/30 4:04
676,5,NULL
676,6,NULL
676,7,NULL
676,8,NULL
676,9,NULL
676,10,NULL
676,11,NULL
676,12,NULL
677,1,2017/5/20 2:32
677,2,2017/5/21 2:04
677,3,2017/5/22 1:36
677,4,2017/5/23 1:08
677,5,2017/5/24 0:39
677,6,2017/5/25 0:11
677,7,2017/5/25 23:43
677,8,2017/5/26 23:15
677,9,2017/5/27 22:47
677,10,2017/5/28 22:18
677,11,2017/5/29 21:50
677,12,2017/5/30 21:22
678,1,2017/5/27 18:53
678,2,2017/5/28 1:39
678,3,2017/5/28 8:26
678,4,2017/5/28 15:12
678,5,2017/5/28 21:58
678,6,2017/5/29 4:45
678,7,2017/5/29 11:31
678,8,2017/5/29 18:17
678,9,2017/5/30 1:03
678,10,2017/5/30 7:50
678,11,2017/5/30 14:36
678,12,2017/5/30 21:22
679,1,2017/5/19 13:21
679,2,NULL
679,3,NULL
679,4,NULL
679,5,NULL
679,6,NULL
679,7,NULL
679,8,NULL
679,9,NULL
679,10,NULL
679,11,NULL
679,12,NULL
680,1,2017/5/21 3:50
680,2,2017/5/22 1:04
680,3,2017/5/22 22:18
680,4,NULL
680,5,NULL
680,6,NULL
680,7,NULL
680,8,NULL
680,9,NULL
680,10,NULL
680,11,NULL
680,12,NULL
681,1,2017/5/29 23:24
681,2,2017/5/30 1:23
681,3,2017/5/30 3:23
681,4,2017/5/30 5:23
681,5,NULL
681,6,NULL
681,7,NULL
681,8,NULL
681,9,NULL
681,10,NULL
